cycle,state,modeldate,candidate_name,pct_estimate,pct_trend_adjusted
2020,Mississippi,6/18/2020,Donald Trump,52.47246,51.42239
2020,Minnesota,6/18/2020,Donald Trump,45.2787,44.15944
2020,Michigan,6/18/2020,Donald Trump,41.23304,40.6882
2020,Massachusetts,6/18/2020,Donald Trump,32.50283,31.28051
2020,Maryland,6/18/2020,Donald Trump,35.14074,33.28303
2020,Maine,6/18/2020,Donald Trump,42.57269,39.68039
2020,Kentucky,6/18/2020,Donald Trump,56.44431,55.95567
2020,Kansas,6/18/2020,Donald Trump,52.87701,51.09473
2020,Iowa,6/18/2020,Donald Trump,47.74347,46.16655
2020,Indiana,6/18/2020,Donald Trump,50.30819,49.1081
2020,Georgia,6/18/2020,Donald Trump,46.78968,46.03218
2020,Florida,6/18/2020,Donald Trump,43.48368,42.77546
2020,Delaware,6/18/2020,Donald Trump,40.19655,37.14003
2020,Connecticut,6/18/2020,Donald Trump,34.87508,33.14718
2020,Colorado,6/18/2020,Donald Trump,39.09566,37.07672
2020,California,6/18/2020,Donald Trump,33.11045,31.49389
2020,Arkansas,6/18/2020,Donald Trump,47,46.92601
2020,Arizona,6/18/2020,Donald Trump,44.25455,43.62044
2020,Alabama,6/18/2020,Donald Trump,59.20256,57.13243
2020,Wisconsin,6/17/2020,Joseph R. Biden Jr.,48.42403,48.97837
2020,West Virginia,6/17/2020,Joseph R. Biden Jr.,31.15594,31.76317
2020,Washington,6/17/2020,Joseph R. Biden Jr.,57.54147,58.41256
2020,Virginia,6/17/2020,Joseph R. Biden Jr.,49.68818,50.52609
2020,Utah,6/17/2020,Joseph R. Biden Jr.,38.06832,38.79261
2020,Texas,6/17/2020,Joseph R. Biden Jr.,45.82125,46.52938
2020,Tennessee,6/17/2020,Joseph R. Biden Jr.,40.20827,40.77592
2020,South Carolina,6/17/2020,Joseph R. Biden Jr.,42.24607,42.59161
2020,Pennsylvania,6/17/2020,Joseph R. Biden Jr.,48.39785,48.97553
2020,Oklahoma,6/17/2020,Joseph R. Biden Jr.,35.02634,35.25745
2020,Ohio,6/17/2020,Joseph R. Biden Jr.,47.79562,48.40689
2020,North Dakota,6/17/2020,Joseph R. Biden Jr.,38.13058,38.75282
2020,North Carolina,6/17/2020,Joseph R. Biden Jr.,47.13306,47.59981
2020,New York,6/17/2020,Joseph R. Biden Jr.,58.28844,58.9823
2020,New Mexico,6/17/2020,Joseph R. Biden Jr.,53.64673,54.11211
2020,New Jersey,6/17/2020,Joseph R. Biden Jr.,55.2816,55.93022
2020,New Hampshire,6/17/2020,Joseph R. Biden Jr.,49.27444,49.99421
2020,Nevada,6/17/2020,Joseph R. Biden Jr.,47.71085,48.16679
2020,National,6/17/2020,Joseph R. Biden Jr.,50.27861,50.46924
2020,NE-2,6/17/2020,Joseph R. Biden Jr.,49.64135,50.76229
2020,Montana,6/17/2020,Joseph R. Biden Jr.,37.04449,37.60445
2020,Missouri,6/17/2020,Joseph R. Biden Jr.,43.28511,43.60771
2020,Mississippi,6/17/2020,Joseph R. Biden Jr.,40.58815,40.86166
2020,Minnesota,6/17/2020,Joseph R. Biden Jr.,49.90503,50.81691
2020,Michigan,6/17/2020,Joseph R. Biden Jr.,50.56092,50.88005
2020,Massachusetts,6/17/2020,Joseph R. Biden Jr.,62.86052,63.41364
2020,Maryland,6/17/2020,Joseph R. Biden Jr.,59.74041,60.29967
2020,Maine,6/17/2020,Joseph R. Biden Jr.,52.27089,53.23488
2020,Kentucky,6/17/2020,Joseph R. Biden Jr.,38.63555,39.38192
2020,Kansas,6/17/2020,Joseph R. Biden Jr.,41.16003,41.64002
2020,Iowa,6/17/2020,Joseph R. Biden Jr.,45.06348,45.57133
2020,Indiana,6/17/2020,Joseph R. Biden Jr.,39.21379,39.89457
2020,Georgia,6/17/2020,Joseph R. Biden Jr.,46.56126,47.00993
2020,Florida,6/17/2020,Joseph R. Biden Jr.,49.19836,49.68922
2020,Delaware,6/17/2020,Joseph R. Biden Jr.,56.07308,56.36311
2020,Connecticut,6/17/2020,Joseph R. Biden Jr.,54.60238,55.43667
2020,Colorado,6/17/2020,Joseph R. Biden Jr.,53.11967,54.1104
2020,California,6/17/2020,Joseph R. Biden Jr.,60.44381,60.97734
2020,Arkansas,6/17/2020,Joseph R. Biden Jr.,45.16627,45.1075
2020,Arizona,6/17/2020,Joseph R. Biden Jr.,47.22113,47.65518
2020,Alabama,6/17/2020,Joseph R. Biden Jr.,38.60581,38.93076
2020,Wisconsin,6/17/2020,Donald Trump,43.37803,42.39074
2020,West Virginia,6/17/2020,Donald Trump,65.99813,63.50003
2020,Washington,6/17/2020,Donald Trump,35.30661,33.70811
2020,Virginia,6/17/2020,Donald Trump,41.88154,39.884
2020,Utah,6/17/2020,Donald Trump,47.26012,45.4944
2020,Texas,6/17/2020,Donald Trump,48.39614,47.18001
2020,Tennessee,6/17/2020,Donald Trump,53.50555,52.13537
2020,South Carolina,6/17/2020,Donald Trump,51.95881,50.36836
2020,Pennsylvania,6/17/2020,Donald Trump,44.95858,43.71819
2020,Oklahoma,6/17/2020,Donald Trump,58.09749,56.76033
2020,Ohio,6/17/2020,Donald Trump,47.07789,45.71412
2020,North Dakota,6/17/2020,Donald Trump,55.9134,53.24197
2020,North Carolina,6/17/2020,Donald Trump,45.42693,44.62891
2020,New York,6/17/2020,Donald Trump,33.52391,32.15519
2020,New Mexico,6/17/2020,Donald Trump,42.49364,40.82993
2020,New Jersey,6/17/2020,Donald Trump,36.32909,34.70655
2020,New Hampshire,6/17/2020,Donald Trump,45.05823,42.28486
2020,Nevada,6/17/2020,Donald Trump,42.37824,40.14643
2020,National,6/17/2020,Donald Trump,41.59938,41.31588
2020,NE-2,6/17/2020,Donald Trump,43.48331,42.07347
2020,Montana,6/17/2020,Donald Trump,50.53527,48.53864
2020,Missouri,6/17/2020,Donald Trump,50.05204,48.49977
2020,Mississippi,6/17/2020,Donald Trump,52.46833,51.43729
2020,Minnesota,6/17/2020,Donald Trump,45.27493,44.20213
2020,Michigan,6/17/2020,Donald Trump,41.22905,40.71491
2020,Massachusetts,6/17/2020,Donald Trump,32.49964,31.32379
2020,Maryland,6/17/2020,Donald Trump,35.13678,33.32588
2020,Maine,6/17/2020,Donald Trump,42.56523,39.71856
2020,Kentucky,6/17/2020,Donald Trump,55.28536,54.5093
2020,Kansas,6/17/2020,Donald Trump,52.87509,51.12689
2020,Iowa,6/17/2020,Donald Trump,47.74003,46.20505
2020,Indiana,6/17/2020,Donald Trump,50.3047,49.14052
2020,Georgia,6/17/2020,Donald Trump,46.78569,46.05964
2020,Florida,6/17/2020,Donald Trump,43.48041,42.8078
2020,Delaware,6/17/2020,Donald Trump,40.19256,37.19619
2020,Connecticut,6/17/2020,Donald Trump,34.87727,33.2072
2020,Colorado,6/17/2020,Donald Trump,39.09167,37.1436
2020,California,6/17/2020,Donald Trump,33.10725,31.53465
2020,Arkansas,6/17/2020,Donald Trump,46.99578,46.94083
2020,Arizona,6/17/2020,Donald Trump,44.24749,43.64577
2020,Alabama,6/17/2020,Donald Trump,59.19855,57.16165
2020,Wisconsin,6/16/2020,Joseph R. Biden Jr.,48.25839,49.0066
2020,West Virginia,6/16/2020,Joseph R. Biden Jr.,31.00399,31.76363
2020,Washington,6/16/2020,Joseph R. Biden Jr.,57.37666,58.52521
2020,Virginia,6/16/2020,Joseph R. Biden Jr.,49.52079,50.58379
2020,Utah,6/16/2020,Joseph R. Biden Jr.,37.90692,38.85384
2020,Texas,6/16/2020,Joseph R. Biden Jr.,45.65484,46.57892
2020,Tennessee,6/16/2020,Joseph R. Biden Jr.,40.04467,40.74538
2020,South Carolina,6/16/2020,Joseph R. Biden Jr.,42.08117,42.55576
2020,Pennsylvania,6/16/2020,Joseph R. Biden Jr.,48.23229,49.00158
2020,Oklahoma,6/16/2020,Joseph R. Biden Jr.,34.86866,35.24357
2020,Ohio,6/16/2020,Joseph R. Biden Jr.,47.62814,48.45295
2020,North Dakota,6/16/2020,Joseph R. Biden Jr.,37.96932,38.74741
2020,North Carolina,6/16/2020,Joseph R. Biden Jr.,46.96577,47.60102
2020,New York,6/16/2020,Joseph R. Biden Jr.,58.12371,59.02186
2020,New Mexico,6/16/2020,Joseph R. Biden Jr.,53.4798,54.16959
2020,New Jersey,6/16/2020,Joseph R. Biden Jr.,55.11489,55.95296
2020,New Hampshire,6/16/2020,Joseph R. Biden Jr.,49.10706,50.01812
2020,Nevada,6/16/2020,Joseph R. Biden Jr.,47.54342,48.23802
2020,National,6/16/2020,Joseph R. Biden Jr.,50.36477,50.73281
2020,NE-2,6/16/2020,Joseph R. Biden Jr.,49.47392,50.83849
2020,Montana,6/16/2020,Joseph R. Biden Jr.,36.88436,37.58024
2020,Missouri,6/16/2020,Joseph R. Biden Jr.,43.11965,43.6165
2020,Mississippi,6/16/2020,Joseph R. Biden Jr.,40.42458,40.81836
2020,Minnesota,6/16/2020,Joseph R. Biden Jr.,49.73758,50.86504
2020,Michigan,6/16/2020,Joseph R. Biden Jr.,50.39303,50.90045
2020,Massachusetts,6/16/2020,Joseph R. Biden Jr.,62.7,63.43422
2020,Maryland,6/16/2020,Joseph R. Biden Jr.,59.57697,60.33763
2020,Maine,6/16/2020,Joseph R. Biden Jr.,52.10375,53.27372
2020,Kentucky,6/16/2020,Joseph R. Biden Jr.,38.47349,39.35936
2020,Kansas,6/16/2020,Joseph R. Biden Jr.,40.9949,41.68552
2020,Iowa,6/16/2020,Joseph R. Biden Jr.,44.89691,45.58003
2020,Indiana,6/16/2020,Joseph R. Biden Jr.,39.05106,39.89761
2020,Georgia,6/16/2020,Joseph R. Biden Jr.,46.39434,46.99984
2020,Florida,6/16/2020,Joseph R. Biden Jr.,49.03072,49.72895
2020,Delaware,6/16/2020,Joseph R. Biden Jr.,55.90718,56.41142
2020,Connecticut,6/16/2020,Joseph R. Biden Jr.,54.43229,55.50723
2020,Colorado,6/16/2020,Joseph R. Biden Jr.,52.95271,54.19574
2020,California,6/16/2020,Joseph R. Biden Jr.,60.28129,60.99875
2020,Arkansas,6/16/2020,Joseph R. Biden Jr.,44.99987,45.09939
2020,Arizona,6/16/2020,Joseph R. Biden Jr.,47.05347,47.68602
2020,Alabama,6/16/2020,Joseph R. Biden Jr.,38.44401,38.88362
2020,Wisconsin,6/16/2020,Donald Trump,43.38197,42.48735
2020,West Virginia,6/16/2020,Donald Trump,66.00189,63.59579
2020,Washington,6/16/2020,Donald Trump,35.31061,33.87639
2020,Virginia,6/16/2020,Donald Trump,41.8855,40.01965
2020,Utah,6/16/2020,Donald Trump,47.26415,45.63851
2020,Texas,6/16/2020,Donald Trump,48.40011,47.29775
2020,Tennessee,6/16/2020,Donald Trump,53.50933,52.22124
2020,South Carolina,6/16/2020,Donald Trump,51.96271,50.44739
2020,Pennsylvania,6/16/2020,Donald Trump,44.96276,43.81993
2020,Oklahoma,6/16/2020,Donald Trump,58.10144,56.83891
2020,Ohio,6/16/2020,Donald Trump,47.08168,45.83868
2020,North Dakota,6/16/2020,Donald Trump,55.9174,53.34282
2020,North Carolina,6/16/2020,Donald Trump,45.43087,44.71228
2020,New York,6/16/2020,Donald Trump,33.52742,32.27497
2020,New Mexico,6/16/2020,Donald Trump,42.49767,40.92834
2020,New Jersey,6/16/2020,Donald Trump,36.33249,34.81434
2020,New Hampshire,6/16/2020,Donald Trump,45.06232,42.39691
2020,Nevada,6/16/2020,Donald Trump,42.38192,40.28589
2020,National,6/16/2020,Donald Trump,41.64495,41.42291
2020,NE-2,6/16/2020,Donald Trump,43.48728,42.22413
2020,Montana,6/16/2020,Donald Trump,50.53928,48.62332
2020,Missouri,6/16/2020,Donald Trump,50.05605,48.58313
2020,Mississippi,6/16/2020,Donald Trump,52.47234,51.50467
2020,Minnesota,6/16/2020,Donald Trump,45.27898,44.34166
2020,Michigan,6/16/2020,Donald Trump,41.23281,40.78936
2020,Massachusetts,6/16/2020,Donald Trump,32.50332,31.43103
2020,Maryland,6/16/2020,Donald Trump,35.14057,33.44322
2020,Maine,6/16/2020,Donald Trump,42.56945,39.84661
2020,Kentucky,6/16/2020,Donald Trump,55.28949,54.60199
2020,Kansas,6/16/2020,Donald Trump,52.87892,51.25306
2020,Iowa,6/16/2020,Donald Trump,47.74388,46.28946
2020,Indiana,6/16/2020,Donald Trump,50.30863,49.24548
2020,Georgia,6/16/2020,Donald Trump,46.78971,46.13556
2020,Florida,6/16/2020,Donald Trump,43.4843,42.89843
2020,Delaware,6/16/2020,Donald Trump,40.1965,37.31942
2020,Connecticut,6/16/2020,Donald Trump,34.88027,33.34605
2020,Colorado,6/16/2020,Donald Trump,39.09561,37.29275
2020,California,6/16/2020,Donald Trump,33.11172,31.64259
2020,Arkansas,6/16/2020,Donald Trump,46.99977,46.97612
2020,Arizona,6/16/2020,Donald Trump,44.25099,43.72755
2020,Alabama,6/16/2020,Donald Trump,59.2025,57.23239
2020,Wisconsin,6/15/2020,Joseph R. Biden Jr.,48.25767,48.7711
2020,West Virginia,6/15/2020,Joseph R. Biden Jr.,31.00401,31.54159
2020,Washington,6/15/2020,Joseph R. Biden Jr.,57.37688,58.18078
2020,Virginia,6/15/2020,Joseph R. Biden Jr.,49.52079,50.28662
2020,Utah,6/15/2020,Joseph R. Biden Jr.,37.90623,38.56215
2020,Texas,6/15/2020,Joseph R. Biden Jr.,45.65506,46.26825
2020,Tennessee,6/15/2020,Joseph R. Biden Jr.,40.04473,40.55787
2020,South Carolina,6/15/2020,Joseph R. Biden Jr.,42.08126,42.38024
2020,Pennsylvania,6/15/2020,Joseph R. Biden Jr.,48.23129,48.76676
2020,Oklahoma,6/15/2020,Joseph R. Biden Jr.,34.86867,35.04138
2020,Ohio,6/15/2020,Joseph R. Biden Jr.,47.62831,48.18805
2020,North Dakota,6/15/2020,Joseph R. Biden Jr.,37.96934,38.54869
2020,North Carolina,6/15/2020,Joseph R. Biden Jr.,46.96486,47.3902
2020,New York,6/15/2020,Joseph R. Biden Jr.,58.12383,58.74554
2020,New Mexico,6/15/2020,Joseph R. Biden Jr.,53.47997,53.93747
2020,New Jersey,6/15/2020,Joseph R. Biden Jr.,55.11505,55.67799
2020,New Hampshire,6/15/2020,Joseph R. Biden Jr.,49.10708,49.73994
2020,Nevada,6/15/2020,Joseph R. Biden Jr.,47.54358,47.89548
2020,National,6/15/2020,Joseph R. Biden Jr.,49.83422,50.03235
2020,NE-2,6/15/2020,Joseph R. Biden Jr.,49.47392,50.498
2020,Montana,6/15/2020,Joseph R. Biden Jr.,36.88436,37.38095
2020,Missouri,6/15/2020,Joseph R. Biden Jr.,43.11966,43.37691
2020,Mississippi,6/15/2020,Joseph R. Biden Jr.,40.42459,40.64986
2020,Minnesota,6/15/2020,Joseph R. Biden Jr.,49.73767,50.57897
2020,Michigan,6/15/2020,Joseph R. Biden Jr.,50.39246,50.65857
2020,Massachusetts,6/15/2020,Joseph R. Biden Jr.,62.70008,63.17703
2020,Maryland,6/15/2020,Joseph R. Biden Jr.,59.57698,60.06013
2020,Maine,6/15/2020,Joseph R. Biden Jr.,52.10407,53.03186
2020,Kentucky,6/15/2020,Joseph R. Biden Jr.,38.47245,39.16982
2020,Kansas,6/15/2020,Joseph R. Biden Jr.,40.99502,41.42824
2020,Iowa,6/15/2020,Joseph R. Biden Jr.,44.89699,45.31764
2020,Indiana,6/15/2020,Joseph R. Biden Jr.,39.04936,39.66427
2020,Georgia,6/15/2020,Joseph R. Biden Jr.,46.39442,46.84787
2020,Florida,6/15/2020,Joseph R. Biden Jr.,49.02989,49.46834
2020,Delaware,6/15/2020,Joseph R. Biden Jr.,55.9072,56.1012
2020,Connecticut,6/15/2020,Joseph R. Biden Jr.,54.43252,55.19194
2020,Colorado,6/15/2020,Joseph R. Biden Jr.,52.95273,53.83652
2020,California,6/15/2020,Joseph R. Biden Jr.,60.28136,60.75348
2020,Arkansas,6/15/2020,Joseph R. Biden Jr.,44.99986,44.86054
2020,Arizona,6/15/2020,Joseph R. Biden Jr.,47.05251,47.48111
2020,Alabama,6/15/2020,Joseph R. Biden Jr.,38.44404,38.71458
2020,Wisconsin,6/15/2020,Donald Trump,43.38078,42.61908
2020,West Virginia,6/15/2020,Donald Trump,66.00187,63.73925
2020,Washington,6/15/2020,Donald Trump,35.31041,34.09541
2020,Virginia,6/15/2020,Donald Trump,41.88548,40.20343
2020,Utah,6/15/2020,Donald Trump,47.26461,45.833
2020,Texas,6/15/2020,Donald Trump,48.39996,47.47015
2020,Tennessee,6/15/2020,Donald Trump,53.50935,52.34801
2020,South Carolina,6/15/2020,Donald Trump,51.96265,50.55718
2020,Pennsylvania,6/15/2020,Donald Trump,44.96156,43.96191
2020,Oklahoma,6/15/2020,Donald Trump,58.10143,56.93887
2020,Ohio,6/15/2020,Donald Trump,47.08155,45.98803
2020,North Dakota,6/15/2020,Donald Trump,55.91737,53.46962
2020,North Carolina,6/15/2020,Donald Trump,45.43115,44.82957
2020,New York,6/15/2020,Donald Trump,33.52728,32.44548
2020,New Mexico,6/15/2020,Donald Trump,42.49755,41.06993
2020,New Jersey,6/15/2020,Donald Trump,36.3323,34.97929
2020,New Hampshire,6/15/2020,Donald Trump,45.06236,42.56707
2020,Nevada,6/15/2020,Donald Trump,42.38172,40.49538
2020,National,6/15/2020,Donald Trump,41.86069,41.68262
2020,NE-2,6/15/2020,Donald Trump,43.48727,42.44941
2020,Montana,6/15/2020,Donald Trump,50.53927,48.7512
2020,Missouri,6/15/2020,Donald Trump,50.05604,48.67982
2020,Mississippi,6/15/2020,Donald Trump,52.47232,51.59226
2020,Minnesota,6/15/2020,Donald Trump,45.27891,44.54087
2020,Michigan,6/15/2020,Donald Trump,41.23309,40.87463
2020,Massachusetts,6/15/2020,Donald Trump,32.50332,31.59233
2020,Maryland,6/15/2020,Donald Trump,35.14056,33.61572
2020,Maine,6/15/2020,Donald Trump,42.56909,39.99238
2020,Kentucky,6/15/2020,Donald Trump,55.29011,54.73526
2020,Kansas,6/15/2020,Donald Trump,52.87881,51.40014
2020,Iowa,6/15/2020,Donald Trump,47.74381,46.39648
2020,Indiana,6/15/2020,Donald Trump,50.30923,49.3987
2020,Georgia,6/15/2020,Donald Trump,46.78963,46.23544
2020,Florida,6/15/2020,Donald Trump,43.48458,43.00391
2020,Delaware,6/15/2020,Donald Trump,40.19647,37.50605
2020,Connecticut,6/15/2020,Donald Trump,34.88,33.53348
2020,Colorado,6/15/2020,Donald Trump,39.09558,37.51729
2020,California,6/15/2020,Donald Trump,33.11174,31.79144
2020,Arkansas,6/15/2020,Donald Trump,46.99977,46.96341
2020,Arizona,6/15/2020,Donald Trump,44.25116,43.83859
2020,Alabama,6/15/2020,Donald Trump,59.20247,57.33911
2020,Wisconsin,6/14/2020,Joseph R. Biden Jr.,48.25706,48.76735
2020,West Virginia,6/14/2020,Joseph R. Biden Jr.,31.00415,31.53432
2020,Washington,6/14/2020,Joseph R. Biden Jr.,57.37704,58.16904
2020,Virginia,6/14/2020,Joseph R. Biden Jr.,49.52095,50.28677
2020,Utah,6/14/2020,Joseph R. Biden Jr.,37.90641,38.52647
2020,Texas,6/14/2020,Joseph R. Biden Jr.,45.65529,46.25602
2020,Tennessee,6/14/2020,Joseph R. Biden Jr.,40.04492,40.55672
2020,South Carolina,6/14/2020,Joseph R. Biden Jr.,42.08836,42.38207
2020,Pennsylvania,6/14/2020,Joseph R. Biden Jr.,48.23073,48.76294
2020,Oklahoma,6/14/2020,Joseph R. Biden Jr.,34.86881,35.03211
2020,Ohio,6/14/2020,Joseph R. Biden Jr.,47.62791,48.18088
2020,North Dakota,6/14/2020,Joseph R. Biden Jr.,37.96951,38.53778
2020,North Carolina,6/14/2020,Joseph R. Biden Jr.,46.96497,47.38777
2020,New York,6/14/2020,Joseph R. Biden Jr.,58.12401,58.74569
2020,New Mexico,6/14/2020,Joseph R. Biden Jr.,53.48008,53.9194
2020,New Jersey,6/14/2020,Joseph R. Biden Jr.,55.1152,55.67811
2020,New Hampshire,6/14/2020,Joseph R. Biden Jr.,49.10716,49.74007
2020,Nevada,6/14/2020,Joseph R. Biden Jr.,47.54328,47.87177
2020,National,6/14/2020,Joseph R. Biden Jr.,49.83445,50.02848
2020,NE-2,6/14/2020,Joseph R. Biden Jr.,49.47406,50.49097
2020,Montana,6/14/2020,Joseph R. Biden Jr.,36.8845,37.36382
2020,Missouri,6/14/2020,Joseph R. Biden Jr.,43.1198,43.3733
2020,Mississippi,6/14/2020,Joseph R. Biden Jr.,40.42474,40.64399
2020,Minnesota,6/14/2020,Joseph R. Biden Jr.,49.73789,50.57812
2020,Michigan,6/14/2020,Joseph R. Biden Jr.,50.39227,50.65565
2020,Massachusetts,6/14/2020,Joseph R. Biden Jr.,62.70027,63.1772
2020,Maryland,6/14/2020,Joseph R. Biden Jr.,59.57712,60.06027
2020,Maine,6/14/2020,Joseph R. Biden Jr.,52.10404,53.03155
2020,Kentucky,6/14/2020,Joseph R. Biden Jr.,38.47256,39.16792
2020,Kansas,6/14/2020,Joseph R. Biden Jr.,41.00195,41.42716
2020,Iowa,6/14/2020,Joseph R. Biden Jr.,44.89854,45.31691
2020,Indiana,6/14/2020,Joseph R. Biden Jr.,39.04867,39.66038
2020,Georgia,6/14/2020,Joseph R. Biden Jr.,46.39618,46.84512
2020,Florida,6/14/2020,Joseph R. Biden Jr.,49.02963,49.45992
2020,Delaware,6/14/2020,Joseph R. Biden Jr.,55.90736,56.10136
2020,Connecticut,6/14/2020,Joseph R. Biden Jr.,54.43273,55.19209
2020,Colorado,6/14/2020,Joseph R. Biden Jr.,52.95285,53.8239
2020,California,6/14/2020,Joseph R. Biden Jr.,60.28156,60.72221
2020,Arkansas,6/14/2020,Joseph R. Biden Jr.,45,44.85921
2020,Arizona,6/14/2020,Joseph R. Biden Jr.,46.55356,47.06491
2020,Alabama,6/14/2020,Joseph R. Biden Jr.,38.4442,38.70737
2020,Wisconsin,6/14/2020,Donald Trump,43.38024,42.61536
2020,West Virginia,6/14/2020,Donald Trump,66.00211,63.7318
2020,Washington,6/14/2020,Donald Trump,35.31078,34.08301
2020,Virginia,6/14/2020,Donald Trump,41.88573,40.20368
2020,Utah,6/14/2020,Donald Trump,47.26489,45.79713
2020,Texas,6/14/2020,Donald Trump,48.40041,47.45828
2020,Tennessee,6/14/2020,Donald Trump,53.50968,52.347
2020,South Carolina,6/14/2020,Donald Trump,51.96715,50.55777
2020,Pennsylvania,6/14/2020,Donald Trump,44.9611,43.95801
2020,Oklahoma,6/14/2020,Donald Trump,58.10166,56.92958
2020,Ohio,6/14/2020,Donald Trump,47.08125,45.98101
2020,North Dakota,6/14/2020,Donald Trump,55.91764,53.45851
2020,North Carolina,6/14/2020,Donald Trump,45.43126,44.82715
2020,New York,6/14/2020,Donald Trump,33.52755,32.44576
2020,New Mexico,6/14/2020,Donald Trump,42.49793,41.05284
2020,New Jersey,6/14/2020,Donald Trump,36.33259,34.97959
2020,New Hampshire,6/14/2020,Donald Trump,45.06261,42.56738
2020,Nevada,6/14/2020,Donald Trump,42.38143,40.47288
2020,National,6/14/2020,Donald Trump,41.86092,41.67846
