state,municipality,description,refs,size,date,violence,n_casualties,property_damage&looting,police_repression,arrests ,curfew,checked,checker,url,Notes
Alabama,Mobile,"On May 31, a march starting at Mardi Gras Park looped around the city and returned to the park. A part of the group attempted to block I-10, but they were stopped by police, who blocked the road themselves and later dispersed the crowd with tear gas. A police van window was smashed, but a public safety director distributed his phone number asking them to express their concerns.[16][17][18]",https://www.fox10tv.com/news/mobile_county/demonstrators-march-for-george-floyd-in-downtown-mobile/article_56731a90-a374-11ea-8d20-b773f49ce72b.html https://mynbc15.com/news/local/protesters-to-march-in-mobile-over-death-of-george-floyd https://www.fox10tv.com/news/mobile_county/demonstrators-march-hold-vigil-for-george-floyd-in-downtown-mobile/article_56731a90-a374-11ea-8d20-b773f49ce72b.html,Unknown,31/05,1,0,1,1,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alabama,
Alabama,Montgomery,Hundreds of people protested on the steps of the Alabama State Capitol on May 30.[19],https://www.montgomeryadvertiser.com/story/news/2020/05/30/montgomery-protesters-decry-george-floyds-murder-steven-reed-lynching-alabama-capitol/5293099002/,100,30/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alabama,
Alabama,Opelika,A crowd protested downtown on May 30.[20],https://www.wtvm.com/2020/05/30/crowd-gathers-opelika-protest-death-george-floyd/,Unknown,30/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alabama,
Alabama,Troy,About 50 people demonstrated peacefully on May 29 at the square in downtown Troy.[21][22],https://www.dothanfirst.com/news/no-justice-no-peace-troy-students-others-protest-in-town-square-over-george-floyds-death/ https://tropnews.com/protest-of-george-floyds-death-in-downtown-troy/,50,29/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alabama,
Alabama,Tuscaloosa,About 400 people marched and rallied peacefully on May 31 at the federal courthouse downtown.[23] A smaller crowd of dozens of people marched peacefully downtown on June 3.[24],https://abc3340.com/news/local/hundreds-protest-racial-injustice-in-tuscaloosa-following-george-floyds-death / https://www.wbrc.com/2020/06/03/peaceful-protest-tuscaloosa/,400,31/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alabama,
Alabama,Tuscaloosa,A smaller crowd of dozens of people marched peacefully downtown on June 3.[24],https://abc3340.com/news/local/hundreds-protest-racial-injustice-in-tuscaloosa-following-george-floyds-death / https://www.wbrc.com/2020/06/03/peaceful-protest-tuscaloosa/,12,03/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alabama,
Alaska,Anchorage,"Two peaceful demonstrations were held on May 30. A march, organized by a high school student via Instagram, began at Town Square. About a hundred protesters marched for about 45 minutes while chanting and holding signs.[3] A rally, organized separately and attended by hundreds of people, took place in midtown where pastors and community activists spoke in solidarity for justice.[4][3]",https://www.adn.com/alaska-news/anchorage/2020/05/30/as-unrest-sweeps-through-us-anchorage-rally-organizers-emphasize-the-power-of-working-together/ https://www.ktoo.org/2020/05/30/death-of-george-floyd-sparks-rallies-across-alaska/ https://www.adn.com/alaska-news/anchorage/2020/05/30/as-unrest-sweeps-through-us-anchorage-rally-organizers-emphasize-the-power-of-working-together/,100,30/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Bethel,"On June 2, a crowd of over 100 residents gathered at the Bethel Cultural Center and peacefully protested the killing of George Floyd.[5] Protesters marched, carried signs and chanted, ""I can't breathe"" in support of the Black Lives Matter Movement.[6]",https://www.kyuk.org/post/large-bethel-crowd-peacefully-protests-killing-george-floyd https://twitter.com/RBMEllis/status/1268006797975011330,100,02/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Fairbanks,"On May 30, over 400 peaceful protesters took part in a rally and march from Veteran's Memorial Park to Golden Heart Plaza organized by the Fairbanks NAACP and the statewide group Native Movement.[7]",http://www.newsminer.com/alerts/hundreds-gather-in-fairbanks-to-protest-peacefully-in-wake-of-george-floyds-death/article_0081fb48-a2c9-11ea-93c4-6bdd83855c28.html,400,30/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Haines,"On June 2, an event drew approximately 200 people, where a moment of silence lasting eight minutes and 46 seconds was held, among other activities.[8]",https://twitter.com/akmk/status/1268020106908459010,200,02/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Homer,"More than 80 people attended a gathering on June 1 and 40 additional people on the next day. One young mother, whose children were in attendance, held a sign that read ""Mama"", one of Floyd's last words. The event was held at Wisdom, Knowledge, Faith & Love Park on Pioneer Avenue.[9]",https://www.homernews.com/news/locals-organize-multiple-demonstrations-on-racial-injustice/,80,01/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Homer,"More than 80 people attended a gathering on June 1 and 40 additional people on the next day. One young mother, whose children were in attendance, held a sign that read ""Mama"", one of Floyd's last words. The event was held at Wisdom, Knowledge, Faith & Love Park on Pioneer Avenue.[9]",https://www.homernews.com/news/locals-organize-multiple-demonstrations-on-racial-injustice/,120,02/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Juneau,"May 30: People held signs decrying violence against black people and calling out institutional racism, many supporting the Black Lives Matter movement.[10] June 6: Hundreds of vocal protesters gathered in Marine Park for a Black Lives Matter rally followed by a march to Douglas Bridge to drop flowers in the water.[11]",https://www.ktoo.org/2020/06/04/from-kotzebue-to-ketchikan-alaskans-protest-the-killing-of-george-floyd-calling-for-justice/ https://www.juneauempire.com/news/hundreds-gather-in-juneau-for-physical-and-virtual-human-rights-rallies/,Unknown,30/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Juneau,"May 30: People held signs decrying violence against black people and calling out institutional racism, many supporting the Black Lives Matter movement.[10] June 6: Hundreds of vocal protesters gathered in Marine Park for a Black Lives Matter rally followed by a march to Douglas Bridge to drop flowers in the water.[11]",https://www.ktoo.org/2020/06/04/from-kotzebue-to-ketchikan-alaskans-protest-the-killing-of-george-floyd-calling-for-justice/ https://www.juneauempire.com/news/hundreds-gather-in-juneau-for-physical-and-virtual-human-rights-rallies/,100,06/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Ketchikan,"Protesters demonstrated at the corner of Tongass Avenue and Jefferson Street on June 3, 2020.[10]",https://www.ktoo.org/2020/06/04/from-kotzebue-to-ketchikan-alaskans-protest-the-killing-of-george-floyd-calling-for-justice/,Unknown,03/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Kodiak,"In Kodiak on June 4, 2020, dozens of people gathered, carrying signs and showing support for George Floyd and the Black Lives Matter movement.[12]",https://twitter.com/sugpiaqsmile/status/1268652763887484928,12,04/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Kotzebue,"At least 20 people marched through Kotzebue on June 2, 2020.[10]",https://www.ktoo.org/2020/06/04/from-kotzebue-to-ketchikan-alaskans-protest-the-killing-of-george-floyd-calling-for-justice/,20,02/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Palmer,"1,400 people peacefully gathered and marched in the town's historic downtown on June 6 with a call to end racism and to protest the killing of George Floyd.[13]",https://www.adn.com/alaska-news/mat-su/2020/06/06/at-palmer-rally-demonstrators-call-for-unity-and-stamping-out-racism-in-local-communities/?fbclid=IwAR3Hd1_lHie-8Pr9asLpzSVZ_OctkXvJ9X5BS5cYHGemrP9XaJHKfWXgTP0,1400,06/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Sitka,"Around 250 local residents gathered in Totem Square on June 1, the attendees shared in a seven-minute moment of silence and two traditional Tlingit songs of peace.[14]",https://www.kcaw.org/2020/06/02/sitkans-honor-george-floyd-join-call-for-racial-justice/,250,01/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Alaska,Utqiaġvik,"People met at the whale bone h near the Top of the World Hotel in UtqiaÂ€Ãvik to protest the death of Floyd and police brutality.[15] Protestors raised their fists in solidarity and observed a moment of silence for eight minutes.[15] One of the organizers also expressed hope for police reform, including demilitarizing the police and banning the use of chokeholds such as the knee-on-neck choke.[15]",https://www.adn.com/alaska-news/rural-alaska/2020/06/09/arctic-alaska-communities-turn-out-for-northernmost-police-brutality-protests/ https://www.adn.com/alaska-news/rural-alaska/2020/06/09/arctic-alaska-communities-turn-out-for-northernmost-police-brutality-protests/ https://www.adn.com/alaska-news/rural-alaska/2020/06/09/arctic-alaska-communities-turn-out-for-northernmost-police-brutality-protests/,Unknown,06/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Alaska,
Arizona,Casa Grande,"On June 6, dozens of protesters demonstrated at the intersection of Florence Boulevard and Cameron Avenue, in front of City Hall, in support of Black Lives Matter and George Floyd. Another group marched from Peart Park to join the City Hall protesters.[3]",https://www.pinalcentral.com/casa_grande_dispatch/area_news/video-cg-protesters-march-kneel-on-florence-boulevard/article_a807e73d-3e6a-526f-8461-4b6695374930.html,12,06/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Flagstaff,"On May 29, approximately 100 protesters gathered at Flagstaff City Hall, then marched to Heritage Square and back.[4] Similar protests occurred on May 30.[5]",https://azdailysun.com/news/local/crime-and-courts/people-in-flagstaff-protest-death-of-george-floyd-police-brutality/article_9eeb68c1-3a6c-5e64-a72c-1ab957e1c577.html http://www.jackcentral.org/news/black-lives-matter-makes-their-voices-heard-in-flagstaff/article_e8148e4a-efc6-5947-8816-65c723e3d86f.html,100,29/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Flagstaff,"On May 29, approximately 100 protesters gathered at Flagstaff City Hall, then marched to Heritage Square and back.[4] Similar protests occurred on May 30.[5]",https://azdailysun.com/news/local/crime-and-courts/people-in-flagstaff-protest-death-of-george-floyd-police-brutality/article_9eeb68c1-3a6c-5e64-a72c-1ab957e1c577.html http://www.jackcentral.org/news/black-lives-matter-makes-their-voices-heard-in-flagstaff/article_e8148e4a-efc6-5947-8816-65c723e3d86f.html,100,30/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Kingman,"A protest took place at Locomotive Park, which gathered at least 40 people.[6] One person was arrest for aggravated assault with a deadly weapon for pointing a gun at protesters.[7]",https://www.havasunews.com/free_access/national-guard-called-to-kingman/article_e5f4b94a-a521-11ea-9f9e-a3960f53bc78.html https://www.thebee.news/arrested-during-protest/,40,02/06,1,0,0,0,1,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Lake Havasu City,"On June 3, a candlelight walk from Rotary Park to London Bridge was held.[8] On June 6, a Black Lives Matter protest of roughly 150 people condemned police brutality and racial injustice.[9]",https://www.havasunews.com/free_access/protest-prayer-gathering-candlelight-walk-planned-in-lake-havasu-city-this-week/article_202f9d82-a563-11ea-9ff8-9fefa6295c96.html https://www.havasunews.com/opinion/our-view-havasu-shows-the-world-how-to-do-a-protest-right/article_08c6bdf4-abaa-11ea-96ba-ff59488db5e2.html,Unknown,03/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Lake Havasu City,"On June 3, a candlelight walk from Rotary Park to London Bridge was held.[8] On June 6, a Black Lives Matter protest of roughly 150 people condemned police brutality and racial injustice.[9]",https://www.havasunews.com/free_access/protest-prayer-gathering-candlelight-walk-planned-in-lake-havasu-city-this-week/article_202f9d82-a563-11ea-9ff8-9fefa6295c96.html https://www.havasunews.com/opinion/our-view-havasu-shows-the-world-how-to-do-a-protest-right/article_08c6bdf4-abaa-11ea-96ba-ff59488db5e2.html,150,06/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Maricopa,"On May 29, the NAACP held a candlelight vigil at Copper Sky Regional Park to honor George Floyd. On June 1, around 30 protesters demonstrated at Edison Road and State Route 347 to protest Floyd's death and support Black Lives Matter. At day's end, the protesters, along with Maricopa Police Chief Steve Stahl, took a knee in honor of Floyd before the 8:00 pm curfew.[10]",https://www.pinalcentral.com/maricopa_monitor/news/maricopa-protesters-police-mingle-in-peaceful-rally-against-injustice/article_f99df4a2-0ae0-5899-b6ff-6c39785b757c.html,Unknown,29/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Maricopa,"On May 29, the NAACP held a candlelight vigil at Copper Sky Regional Park to honor George Floyd. On June 1, around 30 protesters demonstrated at Edison Road and State Route 347 to protest Floyd's death and support Black Lives Matter. At day's end, the protesters, along with Maricopa Police Chief Steve Stahl, took a knee in honor of Floyd before the 8:00 pm curfew.[10]",https://www.pinalcentral.com/maricopa_monitor/news/maricopa-protesters-police-mingle-in-peaceful-rally-against-injustice/article_f99df4a2-0ae0-5899-b6ff-6c39785b757c.html,30,01/06,0,0,0,0,0,1,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Phoenix,"Phoenix saw demonstrations for four straight nights. Hundreds protested on May 28, with the police using pepper spray and tear gas.[11] Protesters allegedly destroyed windows and doors to the Arizona Federal Theater and a City of Phoenix government building, as well as several other municipal and private businesses and parked cars. Some lit fireworks and fired shots into the air.[12][13] On May 29 a separate vigil was held outside the Arizona Department of Public Safety in honor of Dion Johnson, a 28-year-old man who was shot and killed by a DPS trooper on May 25.[14] Protests continued for three more nights.[15]",https://www.azcentral.com/story/news/local/phoenix-breaking/2020/05/28/phoenix-protest-stand-solidarity-family-george-floyd/5276289002/ https://www.news.com.au/world/breaking-news/us-protesters-torch-police-station/news-story/c192f51a394a71a485f81a43a49c4310 https://www.abc15.com/news/region-phoenix-metro/central-phoenix/video-peaceful-protest-turns-violent-buildings-cars-damaged-in-phoenix https://www.12news.com/article/news/local/valley/police-no-body-dash-cam-footage-in-phoenix-dps-shooting-family-and-friends-pushing-for-answers/75-a733c100-ff2b-44c6-994e-2499d5ea04ef https://www.azfamily.com/news/thousands-protest-in-downtown-phoenix-for-4th-straight-night-people-being-detained/article_e211f364-a3b5-11ea-a3aa-9bf359b1b7f5.html,100,28/05,1,0,1,1,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Phoenix,"Phoenix saw demonstrations for four straight nights. Hundreds protested on May 28, with the police using pepper spray and tear gas.[11] Protesters allegedly destroyed windows and doors to the Arizona Federal Theater and a City of Phoenix government building, as well as several other municipal and private businesses and parked cars. Some lit fireworks and fired shots into the air.[12][13] On May 29 a separate vigil was held outside the Arizona Department of Public Safety in honor of Dion Johnson, a 28-year-old man who was shot and killed by a DPS trooper on May 25.[14] Protests continued for three more nights.[15]",https://www.azcentral.com/story/news/local/phoenix-breaking/2020/05/28/phoenix-protest-stand-solidarity-family-george-floyd/5276289002/ https://www.news.com.au/world/breaking-news/us-protesters-torch-police-station/news-story/c192f51a394a71a485f81a43a49c4310 https://www.abc15.com/news/region-phoenix-metro/central-phoenix/video-peaceful-protest-turns-violent-buildings-cars-damaged-in-phoenix https://www.12news.com/article/news/local/valley/police-no-body-dash-cam-footage-in-phoenix-dps-shooting-family-and-friends-pushing-for-answers/75-a733c100-ff2b-44c6-994e-2499d5ea04ef https://www.azfamily.com/news/thousands-protest-in-downtown-phoenix-for-4th-straight-night-people-being-detained/article_e211f364-a3b5-11ea-a3aa-9bf359b1b7f5.html,Unknown,29/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Prescott,More than 150 protesters demonstrated in front of the Prescott Valley Police Department.[16] Minor skirmishes with a pro-law enforcement group were reported on May 30.[17],https://www.dcourier.com/news/2020/may/31/george-floyd-protest-comes-prescott-valley-gov-duc/ https://gcmaz.com/minor-skirmishes-during-prescott-valley-protest-saturday-night/,150,30/05,1,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Scottsdale,Hundreds of people protested downtown on May 30.[18] Rioters caused millions in damage to the Scottsdale Fashion Square area and 12 arrests were made.[18] No officers were injured.[18],https://www.scottsdale.org/city_news/looting-vandalism-rip-fashion-square-area/article_ae458986-a376-11ea-a021-bb3003752a7a.html https://www.scottsdale.org/city_news/looting-vandalism-rip-fashion-square-area/article_ae458986-a376-11ea-a021-bb3003752a7a.html https://www.scottsdale.org/city_news/looting-vandalism-rip-fashion-square-area/article_ae458986-a376-11ea-a021-bb3003752a7a.html,100,30/05,1,0,1,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Surprise,"On June 3, a few dozen protesters held a demonstration near the Surprise Police Department building and raised their fists when a police officer stopped in front of them to show solidarity.[19]","https://www.yourvalley.net/surprise-independent/stories/saving-surprise-from-all-sides,163729?fbclid=IwAR35kq0YDx4fEAfesOCHQ6SoHPnMjhC8LAwTCPKrzIA14GWXwlQ46a7D8Ik",12,03/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Tucson,"Hundreds of protesters protested in downtown Tucson on May 30. The protests included multiple downtown businessesÂ‰Ã›Âª windows being broken as well as a dumpster being set on fire. By the end of the protest, protesters peacefully stood in front of police, who were in full riot gear.[20] It was estimated that rioters caused more than US$200,000 of damage, and at least four arrests were made. Tucson Chief of Police, Chris Magnus, said that many of the people who incited the violence were not from the area.[21] The following night, more protests occurred. The protest began downtown, and eventually made its way to the University of Arizona campus, where police appeared to push into the crowd of protesters. Eight people were arrested during the second night of protests.[22] On June 2, hundreds of people gathered for a candlelight vigil to honor George Floyd at the Dunbar Pavilion. This event was widely regarded as peaceful.[23] On Friday, June 5, around 2,000 people gathered at the University of Arizona's campus for a March for Justice Rally. The event was characterized as a ""peaceful and healing space."".[24] On Saturday, June 6, thousands gathered to affirm that Black Lives matter. The event featured local Black artists and musicians and speakers called for defunding the police and encouraged attendees to denounce white supremacy.[25]",http://www.tucsonsentinel.com/local/report//053020_protests_tucson/ https://www.kold.com/2020/05/30/tucson-leaders-address-violence-destruction-following-downtown-protest-against-george-floyds-death/ https://tucson.com/news/local/8-arrested-in-second-night-of-protests-in-tucson-dozens-help-clean-up/article_3ad8521d-0c8f-5ac5-b048-32a6cab6ae23.html,100,30/05,1,0,1,0,4,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
Arizona,Tucson,"Hundreds of protesters protested in downtown Tucson on May 30. The protests included multiple downtown businessesÂ‰Ã›Âª windows being broken as well as a dumpster being set on fire. By the end of the protest, protesters peacefully stood in front of police, who were in full riot gear.[20] It was estimated that rioters caused more than US$200,000 of damage, and at least four arrests were made. Tucson Chief of Police, Chris Magnus, said that many of the people who incited the violence were not from the area.[21] The following night, more protests occurred. The protest began downtown, and eventually made its way to the University of Arizona campus, where police appeared to push into the crowd of protesters. Eight people were arrested during the second night of protests.[22] On June 2, hundreds of people gathered for a candlelight vigil to honor George Floyd at the Dunbar Pavilion. This event was widely regarded as peaceful.[23] On Friday, June 5, around 2,000 people gathered at the University of Arizona's campus for a March for Justice Rally. The event was characterized as a ""peaceful and healing space."".[24] On Saturday, June 6, thousands gathered to affirm that Black Lives matter. The event featured local Black artists and musicians and speakers called for defunding the police and encouraged attendees to denounce white supremacy.[25]",http://www.tucsonsentinel.com/local/report//053020_protests_tucson/ https://www.kold.com/2020/05/30/tucson-leaders-address-violence-destruction-following-downtown-protest-against-george-floyds-death/ https://tucson.com/news/local/8-arrested-in-second-night-of-protests-in-tucson-dozens-help-clean-up/article_3ad8521d-0c8f-5ac5-b048-32a6cab6ae23.html,100,31/05,0,0,0,1,8,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arizona,
