president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,Adults,6/18/2020,12/10/2018,12/16/2018,Gallup,B,1500,a,.95348806,0,38,57,37.966264,55.783303,"","",http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,57130,92243,12/17/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/12/2018,12/14/2018,YouGov,B,1000,a,.13377376,0,42,52,42.113778,54.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tw0bfic7br/tabs_Trump_Tweets_20181212.pdf,57102,92210,12/14/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/10/2018,12/16/2018,Ipsos,B-,2172,a,.10184232,0,45.8,50.4,46.000751,49.291105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57138,92267,12/18/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/10/2018,12/17/2018,SurveyMonkey,D-,6075,a,.33883681,0,44,54,40.700425,53.292989,"","",https://drive.google.com/file/d/19oYCG19wirBYvLzuRjO-ribQgW3ALvq4/view,57171,92354,12/26/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/13/2018,12/14/2018,YouGov,B,1000,a,.13377934,0,40,51,40.113778,53.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/em63xwiggi/tabs_Trump_Tweets_20181213.pdf,57126,92237,12/14/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/13/2018,12/14/2018,Morning Consult,B/C,2201,a,.38331079,0,40,54,39.061907,54.975862,"","",https://morningconsult.com/wp-content/uploads/2019/01/181231_crosstabs_CES_MOBILE_Adults_v2_AP.pdf,57237,92506,1/8/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/11/2018,12/17/2018,Ipsos,B-,2175,a,.10111645,0,44.3,51.8,44.500751,50.691105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57137,92266,12/18/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/14/2018,12/16/2018,YouGov,B,1000,a,.13360122,0,42,53,42.113778,55.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wngzdr9qxv/tabs_Trump_Tweets_20181214.pdf,57134,92250,12/17/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/12/2018,12/18/2018,Ipsos,B-,2026,a,.09318107,0,43.2,52.6,43.400751,51.491105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57150,92347,12/25/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/13/2018,12/16/2018,AP-NORC,"",1067,a,1.4610938,0,42,56,43.289317,51.687833,"","",http://www.apnorc.org/PDFs/AP-NORC%20Omnibus%20December%202018/topline_release_1.pdf,57159,92330,12/21/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/15/2018,12/17/2018,YouGov,B,1000,a,.13356901,0,42,52,42.113778,54.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/plx5gshop3/tabs_Trump_Tweets_20181215.pdf,57132,92245,12/17/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/13/2018,12/19/2018,Ipsos,B-,2232,a,.10136311,0,42.5,53,42.700751,51.891105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57179,92380,12/26/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/16/2018,12/17/2018,YouGov,B,1000,a,.13315619,0,41,51,41.113778,53.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fxziy24p5g/tabs_Trump_Tweets_20181216.pdf,57133,92247,12/17/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/14/2018,12/20/2018,Ipsos,B-,2231,a,.09996338,0,42.7,52.7,42.900751,51.591105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57178,92379,12/26/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/16/2018,12/18/2018,YouGov,B,1500,a,.19973428,0,41,50,41.113778,52.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6lj541oi1z/econTabReport.pdf,57146,92288,12/19/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/15/2018,12/21/2018,Ipsos,B-,2237,a,.09885285,0,42.7,53.1,42.900751,51.991105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57177,92378,12/26/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/18/2018,12/19/2018,YouGov,B,1000,a,.13414232,0,41.5,51,41.613778,53.348656,*,"",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mv4a34znwv/tabs_Trump_Tweets_20181217.pdf,57147,92290,12/19/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/16/2018,12/22/2018,Ipsos,B-,2572,a,.11208056,0,42,53.2,42.200751,52.091105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57176,92377,12/26/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/17/2018,12/20/2018,American Research Group,B,1100,a,1.3950065,0,40,57,41.519748,54.380434,"","",https://americanresearchgroup.com/economy/,57161,92333,12/21/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/19/2018,12/20/2018,YouGov,B,1000,a,.13408927,0,42,52,42.113778,54.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gp6j9rzyxy/tabs_Trump_Tweets_20181219.pdf,57158,92328,12/20/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/17/2018,12/22/2018,Gallup,B,1500,a,1.10742,0,39,55,38.966264,53.783303,"","",http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,57169,92350,12/25/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/17/2018,12/23/2018,Ipsos,B-,2933,a,.12643981,0,41.7,53.4,41.900751,52.291105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57175,92376,12/26/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/18/2018,12/24/2018,Ipsos,B-,3201,a,.13697244,0,42.3,52.7,42.500751,51.591105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57174,92375,12/26/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/20/2018,12/22/2018,YouGov,B,1000,a,.13345604,0,40,54,40.113778,56.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uyjj25feeb/tabs_Trump_Tweets_20181220.pdf,57163,92335,12/22/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/19/2018,12/25/2018,Ipsos,B-,3176,a,.13539214,0,41.5,53.3,41.700751,52.191105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57204,92438,1/1/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/21/2018,12/23/2018,YouGov,B,1000,a,.13213262,0,39,52,39.113778,54.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3n2eehbsuq/tabs_Trump_Tweets_20181221.pdf,57164,92338,12/24/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/20/2018,12/23/2018,Morning Consult,B/C,2201,a,.56937033,0,43,51,42.061907,51.975862,"","",https://morningconsult.com/wp-content/uploads/2019/01/181246_crosstabs_HOLLYWOOD_REPORTER_Adults.pdf,57234,92502,1/8/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/20/2018,12/26/2018,Ipsos,B-,3453,a,.14713469,0,40.7,54.2,40.900751,53.091105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57213,92467,1/2/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/22/2018,12/23/2018,YouGov,B,1000,a,.13087098,0,38,53,38.113778,55.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xvxqch67s8/tabs_Trump_Tweets_20181222.pdf,57165,92340,12/24/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/21/2018,12/27/2018,Ipsos,B-,3481,a,.14881392,0,40.8,54.3,41.000751,53.191105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57212,92466,1/2/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/23/2018,12/25/2018,YouGov,B,1500,a,.19450284,0,43,50,43.113778,52.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/32i3vgsdj6/econTabReport.pdf,57191,92408,12/27/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/23/2018,12/24/2018,YouGov,B,1000,a,.12966856,0,41,53,41.113778,55.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/q0jyd7llgs/tabs_Trump_Tweets_20181223.pdf,57199,92424,12/30/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/22/2018,12/28/2018,Ipsos,B-,3582,a,.15419258,0,40.8,53.8,41.000751,52.691105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57211,92465,1/2/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/23/2018,12/29/2018,Ipsos,B-,3275,a,.14258688,0,40.4,54.2,40.600751,53.091105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57210,92464,1/2/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/25/2018,12/27/2018,YouGov,B,1000,a,.12951158,0,41,51,41.113778,53.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mfawms8m52/tabs_Trump_Tweets_20181225.pdf,57201,92428,12/30/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/24/2018,12/27/2018,YouGov,B,1000,a,.12951158,0,41,53,41.113778,55.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fn1z95n9ho/tabs_Trump_Tweets_20181224.pdf,57200,92426,12/30/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/26/2018,12/28/2018,YouGov,B,1000,a,.13016649,0,39,50,39.113778,52.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uh656bvvsh/tabs_Trump_Tweets_20181226.pdf,57196,92418,12/29/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/24/2018,12/30/2018,Ipsos,B-,2983,a,.13186126,0,40.1,54.3,40.300751,53.191105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57209,92463,1/2/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/27/2018,12/29/2018,YouGov,B,1000,a,.13014452,0,40,53,40.113778,55.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gc87zrw4i9/tabs_Trump_Tweets_20181227.pdf,57197,92420,12/29/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/25/2018,12/31/2018,Ipsos,B-,2721,a,.12245186,0,40.1,54.4,40.300751,53.291105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57224,92488,1/7/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/26/2018,1/1/2019,Ipsos,B-,2482,a,.11390338,0,41,54,41.200751,52.891105,"",T,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-01/2019_reuters_tracking_-_core_political_01_03_2019.pdf,57217,92473,1/3/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/28/2018,12/30/2018,YouGov,B,1000,a,.12902332,0,40,52,40.113778,54.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hy07ddq1w0/tabs_Trump_Tweets_20181228.pdf,57198,92422,12/30/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/27/2018,1/2/2019,Ipsos,B-,662,a,.03099617,0,39.6,56.1,39.800751,54.991105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57243,92528,1/8/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/29/2018,12/31/2018,YouGov,B,1000,a,.12834495,0,42,51,42.113778,53.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ubchdq8avz/tabs_Trump_Tweets_20181229.pdf,57202,92430,12/31/2018,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/30/2018,1/1/2019,YouGov,B,1500,a,.19216048,0,42,51,42.113778,53.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/oijdv5i5r9/econTabReport.pdf,57207,92443,1/2/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/30/2018,1/1/2019,YouGov,B,1000,a,.12810699,0,40,52,40.113778,54.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/78c2h4pfyf/tabs_Trump_Tweets_20181230.pdf,57205,92439,1/1/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/28/2018,1/3/2019,Ipsos,B-,996,a,.04723897,0,40.2,55.6,40.400751,54.491105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57242,92527,1/8/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/29/2018,1/4/2019,Ipsos,B-,1322,a,.06305991,0,38.9,56.7,39.100751,55.591105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57241,92526,1/8/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/1/2019,1/1/2019,YouGov,B,1000,a,.12917936,0,43,50,43.113778,52.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/w8fbyvpkxs/tabs_Trump_Tweets_20181231.pdf,57206,92441,1/1/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/1/2019,1/2/2019,YouGov,B,1000,a,.13028531,0,42,52,42.113778,54.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/74g7y0ggzo/tabs_Trump_Tweets_20190101.pdf,57215,92469,1/2/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/30/2018,1/5/2019,Ipsos,B-,1523,a,.07257354,0,38.9,56.4,39.100751,55.291105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57240,92525,1/8/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/2/2019,1/3/2019,YouGov,B,1000,a,.13142646,0,41,52,41.113778,54.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/kjxxspi5cf/tabs_Trump_Tweets_20190102.pdf,57219,92476,1/3/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,12/31/2018,1/6/2019,Ipsos,B-,1874,a,.08868196,0,38.5,56.5,38.700751,55.391105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57239,92524,1/8/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/3/2019,1/5/2019,Morning Consult,B/C,2201,a,.37155735,0,41,53,40.061907,53.975862,"","",https://morningconsult.com/wp-content/uploads/2019/01/190105_crosstabs_WSJ_Adults_v1_AP.pdf,57325,92704,1/16/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/1/2019,1/7/2019,Ipsos,B-,2203,a,.10305949,0,40,55.1,40.200751,53.991105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57238,92523,1/8/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/3/2019,1/5/2019,YouGov,B,1000,a,.13188004,0,41,53,41.113778,55.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ijb83viiqx/tabs_Trump_Tweets_20190103.pdf,57222,92481,1/5/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/3/2019,1/6/2019,Morning Consult,B/C,2201,a,.35354166,0,44,50,43.061907,50.975862,"","",https://morningconsult.com/wp-content/uploads/2019/01/190106_crosstabs_HOLLYWOOD_REPORTER_Adults_v1.pdf,57310,92667,1/15/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/2/2019,1/8/2019,Ipsos,B-,2044,a,.09427447,0,40,55.1,40.200751,53.991105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57287,92664,1/15/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/3/2019,1/9/2019,Ipsos,B-,2231,a,.10117798,0,41.3,53.3,41.500751,52.191105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57323,92684,1/15/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/4/2019,1/7/2019,YouGov,B,1000,a,.13075477,0,40,54,40.113778,56.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8qvdb0mwjd/tabs_Trump_Tweets_20190104.pdf,57227,92491,1/7/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/2/2019,1/10/2019,Gallup,B,1017,a,1.1322398,0,37,59,36.966264,57.783303,"","",http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,57308,92665,1/15/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/4/2019,1/10/2019,Ipsos,B-,2462,a,.10966241,0,41.2,53.7,41.400751,52.591105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57322,92683,1/15/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/6/2019,1/7/2019,YouGov,B,1000,a,.12944903,0,40,54,40.113778,56.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2xzyasm4zo/tabs_Trump_Tweets_20190105.pdf,57228,92493,1/7/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/6/2019,1/8/2019,YouGov,B,1500,a,.19417354,0,40,51,40.113778,53.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0al8raalq/econTabReport.pdf,57286,92625,1/9/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/1/2019,1/12/2019,IBD/TIPP,A/B,903,a,1.5993457,0,42,54,42.96704,53.551245,"","",https://www.investors.com/politics/ibd-tipp-poll-trump-approval-russia-investigation/,57301,92653,1/14/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/7/2019,1/9/2019,YouGov,B,1000,a,.12951945,0,40,53,40.113778,55.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cs93n06ugb/tabs_Trump_Tweets_20190107.pdf,57273,92593,1/9/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/6/2019,1/9/2019,YouGov,B,1000,a,.12951945,0,40,54,40.113778,56.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5wkq01w96u/tabs_Trump_Tweets_20190106.pdf,57272,92591,1/9/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/5/2019,1/11/2019,Ipsos,B-,2754,a,.12049452,0,41.9,53.5,42.100751,52.391105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57321,92682,1/15/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/6/2019,1/12/2019,Ipsos,B-,3129,a,.13469673,0,41.4,54.3,41.600751,53.191105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57320,92681,1/15/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/8/2019,1/10/2019,YouGov,B,1000,a,.13072036,0,40,54,40.113778,56.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u3v1jr7yt7/tabs_Trump_Tweets_20190108.pdf,57290,92634,1/10/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/9/2019,1/10/2019,SurveyMonkey,D-,2629,a,.12224429,0,42,55,38.700425,54.292989,"","",https://www.surveymonkey.com/curiosity/axios-retail-poll/,57298,92649,1/13/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/7/2019,1/13/2019,Ipsos,B-,3323,a,.14111755,0,41.8,53.9,42.000751,52.791105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57319,92680,1/15/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/7/2019,1/13/2019,SurveyMonkey,D-,10447,a,.48576879,0,44,55,40.700425,54.292989,"","",https://drive.google.com/file/d/19sTIGB6dGY-6wYwP7vJ0fYJ6RbO6D6Jf/view,57351,92742,1/18/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/10/2019,1/11/2019,YouGov,B,1000,a,.13138768,0,41.5,51,41.613778,53.348656,*,"",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/y1b4yd6y68/tabs_Trump_Tweets_20190109.pdf,57292,92637,1/11/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/8/2019,1/14/2019,Ipsos,B-,3338,a,.14055962,0,41,55,41.200751,53.891105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57318,92679,1/15/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/10/2019,1/11/2019,CNN/SSRS,B/C,848,a,1.121545,0,37,57,37.246351,56.510576,"","",http://cdn.cnn.com/cnn/2019/images/01/12/rel1.pdf,57299,92650,1/13/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/10/2019,1/13/2019,Marist College,A+,1023,a,1.993735,0,39,53,39.315136,54.199346,"","",http://maristpoll.marist.edu/wp-content/uploads/2019/01/NPR_PBS-NewsHour_Marist-Poll-USA-NOS-and-Tables_1901141631.pdf,57328,92709,1/16/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/9/2019,1/15/2019,Ipsos,B-,3364,a,.14106449,0,40.9,55.1,41.100751,53.991105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57331,92809,1/22/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/10/2019,1/13/2019,Morning Consult,B/C,2201,a,.25757871,0,43,52,42.061907,52.975862,"","",https://morningconsult.com/wp-content/uploads/2019/01/190123_crosstabs_NEWYEARS_Adults_v1_DK.pdf,63129,114912,12/16/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/11/2019,1/13/2019,Research Co.,B-,1000,a,1.2411848,0,38,58,37.526182,57.862265,"","",https://researchco.ca/wp-content/uploads/2019/01/Release_UnitedStates_22Jan2019.pdf,57367,92784,1/22/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/9/2019,1/14/2019,Kaiser Family Foundation,"",1190,a,1.8700361,0,38,59,38.158578,57.541625,"","",http://files.kff.org/attachment/Topline-KFF-Health-Tracking-Poll-January-2019,57381,92827,1/23/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/12/2019,1/12/2019,YouGov,B,1000,a,.13012205,0,40,54,40.113778,56.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/klckm7dn45/tabs_Trump_Tweets_20190111.pdf,57297,92647,1/12/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/9/2019,1/14/2019,Pew Research Center,B/C,1505,a,1.2995045,0,37,59,38.176288,55.943425,"","",http://www.people-press.org/2019/01/16/most-border-wall-opponents-supporters-say-shutdown-concessions-are-unacceptable/,57324,92703,1/16/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/10/2019,1/13/2019,Morning Consult,B/C,2201,a,.25757871,0,42,52,41.061907,52.975862,"","",https://morningconsult.com/wp-content/uploads/2019/01/190124_crosstabs_HOLLYWOOD_Adults_v1-1.pdf,57384,92833,1/23/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/10/2019,1/16/2019,Ipsos,B-,3316,a,.13898872,0,40.8,55.6,41.000751,54.491105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57373,92808,1/22/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/12/2019,1/13/2019,YouGov,B,1000,a,.12889293,0,37,55,37.113778,57.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/np5ulf3s9o/tabs_Trump_Tweets_20190112.pdf,57300,92651,1/13/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/11/2019,1/17/2019,Ipsos,B-,3079,a,.12936506,0,40.7,55.4,40.900751,54.291105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57372,92807,1/22/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/12/2019,1/15/2019,YouGov,B,1500,a,.19154795,0,39,52,39.113778,54.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1xbksrgzje/econTabReport.pdf,57330,92713,1/16/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/13/2019,1/15/2019,YouGov,B,1000,a,.12769863,0,41,53,41.113778,55.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0k1s5fh03c/tabs_Trump_Tweets_20190113.pdf,57307,92659,1/15/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/12/2019,1/18/2019,Ipsos,B-,2786,a,.11754299,0,40.6,55.5,40.800751,54.391105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57371,92806,1/22/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/14/2019,1/16/2019,YouGov,B,1000,a,.12782942,0,40,53,40.113778,55.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7uupyisium/tabs_Trump_Tweets_20190114.pdf,57329,92711,1/16/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/15/2019,1/16/2019,Morning Consult,B/C,2202,a,.24508368,0,39,56,38.061907,56.975862,"","",https://morningconsult.com/wp-content/uploads/2019/01/190131_crosstabs_GILLETTE_Adults_v1_AP-1.pdf,57337,92727,1/17/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/15/2019,1/16/2019,YouGov,B,1000,a,.12802807,0,37,55,37.113778,57.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0hjcptvw6z/tabs_Trump_Tweets_20190115.pdf,57333,92720,1/16/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/13/2019,1/19/2019,Ipsos,B-,2524,a,.10701068,0,41.4,54.4,41.600751,53.291105,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57370,92805,1/22/2019,18:10:35 18 Jun 2020
Donald Trump,Adults,6/18/2020,1/16/2019,1/17/2019,YouGov,B,1000,a,.12858694,0,39,55,39.113778,57.348656,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/p3pxjk2l0l/tabs_Trump_Tweets_20190116.pdf,57336,92725,1/17/2019,18:10:35 18 Jun 2020
